Price,Make,Year,Color,Kilometer,Transmission,New,Engine_Size,Horsepower,Fuel_Type,330,520,530,530e,Accent,Carnival,Cerato,E 220 d,E 300 de,E 300 e,Elantra,Forte,G 63 AMG,GLE 350 4MATIC,GLS 450 4MATIC,Grandeur,K5,Santa Fe,Sonata,Sorento,Sportage,Tucson,X5,X7
95030.0,3,2020,1,0.1407481546353059,0,1,0.0,0.5925925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27800.0,1,2020,1,0.7757881896659578,0,1,0.0,-0.4074074074074074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57630.0,1,2021,8,0.03127736769673464,0,1,0.5,-0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
141100.0,0,2024,3,-0.7193794570248968,0,1,0.0,0.9074074074074074,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54230.0,1,2021,8,0.7975728762667333,0,1,0.3999999999999999,0.14814814814814814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54740.0,0,2019,8,-0.5848867759289378,0,1,0.0,0.5092592592592593,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27000.0,2,2019,13,0.5004378831477543,3,1,0.0,-0.4351851851851852,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24400.0,1,2020,8,1.500046916051545,0,1,0.0,-0.4074074074074074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85850.0,0,2022,13,-0.18766420618040786,0,1,0.0,0.9074074074074074,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125420.9,0,2019,8,0.7600400350306519,0,1,1.0,1.3518518518518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117300.0,0,2019,4,-0.23458025772550983,0,1,1.0,1.3518518518518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25700.0,1,2020,8,-0.00781934192418366,0,1,0.0,-0.4074074074074074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84830.0,3,2020,4,1.8140873264106092,0,1,0.0,0.5925925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42900.0,2,2019,13,1.563868384836732,0,1,0.0,-0.09259259259259259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40000.0,1,2022,13,-0.7662955085699987,0,1,0.0,-0.4074074074074074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49500.0,2,2020,3,1.892280745652446,0,1,0.0,-0.09259259259259259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24500.0,2,2019,4,0.4159889903665708,3,1,0.0,-0.4351851851851852,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40500.0,1,2021,1,-0.10660890779432003,0,1,-0.3999999999999999,-0.10185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
142630.0,0,2023,8,-0.6552608532465908,0,1,0.0,0.4074074074074074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23000.0,1,2020,13,0.3127736769673464,0,1,-0.3999999999999999,-0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29500.0,1,2020,8,0.12956649568372325,0,1,0.0,-0.4074074074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45900.0,2,2019,1,0.9226823470536719,0,1,0.0,-0.09259259259259259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40000.0,2,2020,8,0.5492774928062054,0,1,-0.3999999999999999,-0.12962962962962962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43000.0,2,2022,3,0.38314775428499936,0,1,-0.3999999999999999,-0.12962962962962962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56950.0,3,2020,3,2.3927186288002003,0,1,0.20000000000000018,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122400.0,0,2019,8,0.5942699862379582,0,1,1.0,1.3518518518518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80750.0,3,2020,3,0.09383210309020393,0,1,0.0,1.1666666666666667,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255550.0,0,2023,3,-0.8601276116602027,0,0,1.0,1.7314814814814814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
164900.0,0,2023,1,-0.7397097460277743,0,1,1.0,1.7314814814814814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29700.0,1,2021,3,1.0008757662955086,0,1,0.0,-0.4074074074074074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23200.0,1,2020,8,1.7671712748655073,0,1,-0.3999999999999999,-0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37800.0,1,2020,3,1.4301576379331915,0,1,-0.3999999999999999,-0.10185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53900.0,2,2024,9,-0.8601276116602027,0,0,0.0,-0.4074074074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
225930.0,0,2024,8,-0.851369948705117,0,1,1.0,2.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47900.0,2,2019,8,1.407481546353059,0,1,0.0,-0.09259259259259259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27400.0,2,2019,5,0.7037407731765295,3,1,0.0,-0.4351851851851852,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50830.0,1,2022,3,-0.47854372576004006,0,1,0.0,0.027777777777777776,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36800.0,2,2019,8,0.6881020893281622,0,1,0.0,-0.26851851851851855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
63750.0,2,2023,13,-0.7209433254097335,0,1,-0.3999999999999999,0.3333333333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37500.0,1,2021,13,0.2033028900287752,0,1,-0.3999999999999999,-0.10185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
